date,location,category,channel,product_name,quantity,unit_price,revenue
2025-01-21,Miami,Toys,In-Store,Puzzle 500pc,7,10.33,72.31
2025-07-26,Houston,Electronics,Marketplace,Bluetooth Speaker,19,257.64,4895.16
2026-07-19,Houston,Sports & Outdoors,Marketplace,Sleeping Bag,11,73.67,810.37
2026-02-11,Houston,Electronics,Wholesale,USB-C Charger,4,265.2,1060.8
2024-09-02,Austin,Books,In-Store,Self-Help Guide,7,20.09,140.63
2025-01-03,Seattle,Toys,In-Store,Stuffed Bear,12,31.91,382.92
2024-11-23,Los Angeles,Books,Marketplace,Poetry Collection,16,32.13,514.08
2026-01-29,San Francisco,Sports & Outdoors,Online,Bike Helmet,19,191.46,3637.74
2025-03-03,Phoenix,Home & Garden,In-Store,Ceramic Planter,19,108.45,2060.55
2024-09-08,Houston,Beauty,Online,Lip Balm,13,35.91,466.83
2026-04-21,Atlanta,Books,Wholesale,History Book,11,15.49,170.39
2026-01-07,Boston,Books,Online,Poetry Collection,12,12.59,151.08
2026-05-09,Miami,Books,Wholesale,Children's Picture Book,2,24.29,48.58
2024-06-03,New York,Apparel,Online,Cotton T-Shirt,8,13.91,111.28
2025-11-13,Miami,Electronics,In-Store,USB-C Charger,2,221.97,443.94
2024-01-18,New York,Books,Online,Poetry Collection,18,20.57,370.26
2026-07-20,Phoenix,Beauty,Online,Perfume,14,49.15,688.1
2025-06-23,Los Angeles,Home & Garden,In-Store,LED Desk Lamp,8,42.63,341.04
2025-02-19,Phoenix,Beauty,Marketplace,Nail Polish,3,24.89,74.67
2026-04-27,Houston,Books,Wholesale,Graphic Novel,8,16.9,135.2
2024-02-27,Los Angeles,Apparel,Online,Cotton T-Shirt,13,56.09,729.17
2024-12-05,Los Angeles,Electronics,In-Store,Smartphone Case,14,231.04,3234.56
2024-02-17,New York,Apparel,Online,Graphic Hoodie,19,49.37,938.03
2026-05-20,Miami,Apparel,In-Store,Rain Jacket,2,23.6,47.2
2024-11-02,Houston,Toys,In-Store,Building Blocks,13,84.03,1092.39
2025-07-07,Houston,Home & Garden,In-Store,Patio Chair,13,125.1,1626.3
2024-12-20,Austin,Toys,Online,Art Set,3,48.07,144.21
2026-02-26,Seattle,Electronics,Online,Bluetooth Speaker,3,129.1,387.3
2024-12-30,New York,Grocery,In-Store,Almond Butter,15,13.28,199.2
2025-09-25,Chicago,Grocery,In-Store,Green Tea,13,3.97,51.61
2025-12-29,Austin,Beauty,Online,Shampoo,9,12.64,113.76
2024-11-11,San Francisco,Home & Garden,Online,Storage Bin,3,10.88,32.64
2025-04-04,Phoenix,Books,Online,Biography,3,13.18,39.54
2025-09-04,New York,Grocery,Online,Olive Oil,18,4.14,74.52
2026-01-12,New York,Toys,Online,Art Set,13,71.45,928.85
2024-10-02,Miami,Sports & Outdoors,Online,Soccer Ball,13,45.6,592.8
2025-03-07,Boston,Beauty,Online,Hair Dryer,6,28.34,170.04
2025-05-22,Los Angeles,Beauty,Online,Makeup Brush Set,8,44.37,354.96
2024-12-06,Los Angeles,Sports & Outdoors,Online,Sleeping Bag,1,209.25,209.25
2024-11-24,Boston,Grocery,Online,Almond Butter,20,5.13,102.6
2024-10-25,San Francisco,Sports & Outdoors,Online,Sleeping Bag,13,213.43,2774.59
2025-02-06,Houston,Books,Online,Graphic Novel,9,33.94,305.46
2026-02-25,Denver,Toys,Online,Puzzle 500pc,18,21.11,379.98
2024-03-11,Austin,Electronics,Online,Wireless Mouse,10,293.48,2934.8
2024-06-06,Chicago,Grocery,In-Store,Trail Mix,8,7.81,62.48
2025-02-14,Los Angeles,Grocery,Online,Green Tea,20,13.02,260.4
2026-04-11,New York,Grocery,Marketplace,Honey,12,18.14,217.68
2025-09-19,Houston,Apparel,In-Store,Denim Jeans,12,22.47,269.64
2024-12-05,Atlanta,Electronics,In-Store,Smart Watch,13,338.88,4405.44
2025-06-15,New York,Grocery,Online,Olive Oil,8,13.75,110.0
2024-06-03,San Francisco,Sports & Outdoors,Online,Sleeping Bag,19,154.99,2944.81
2024-03-28,Boston,Toys,Online,Building Blocks,14,83.33,1166.62
2025-06-17,San Francisco,Apparel,Online,Running Shoes,15,76.23,1143.45
2024-11-03,Boston,Books,Online,Biography,15,17.52,262.8
2024-06-17,New York,Electronics,Marketplace,Bluetooth Speaker,4,241.84,967.36
2025-04-18,Chicago,Sports & Outdoors,In-Store,Dumbbell Set,11,127.57,1403.27
2026-01-25,Atlanta,Sports & Outdoors,Online,Fishing Rod,14,93.07,1302.98
2024-07-29,Denver,Sports & Outdoors,Online,Sleeping Bag,1,157.99,157.99
2024-11-29,Denver,Beauty,Online,Moisturizer,18,14.47,260.46
2025-10-16,Los Angeles,Sports & Outdoors,Online,Sleeping Bag,16,120.82,1933.12
2024-12-26,Seattle,Toys,In-Store,Card Game,19,15.6,296.4
2025-08-27,Chicago,Books,Marketplace,Graphic Novel,10,37.32,373.2
2025-01-17,San Francisco,Apparel,Online,Running Shoes,10,18.17,181.7
2025-03-09,Seattle,Home & Garden,Online,Candle Set,5,107.72,538.6
2025-05-16,Atlanta,Home & Garden,In-Store,Area Rug,6,104.34,626.04
2026-06-05,Chicago,Beauty,Online,Lip Balm,15,38.69,580.35
2025-06-01,Boston,Toys,Online,Building Blocks,13,86.96,1130.48
2024-03-25,Atlanta,Books,In-Store,Travel Guide,15,23.13,346.95
2024-06-21,Phoenix,Electronics,Online,USB-C Charger,8,195.1,1560.8
2024-04-25,Austin,Books,Marketplace,Graphic Novel,16,25.14,402.24
2026-02-13,Miami,Apparel,Marketplace,Rain Jacket,12,55.16,661.92
2026-04-29,Miami,Electronics,Online,Wireless Mouse,14,49.31,690.34
2024-03-30,New York,Sports & Outdoors,Online,Resistance Bands,12,191.06,2292.72
2026-05-31,Houston,Books,Online,Cookbook,19,29.74,565.06
2026-04-04,Denver,Grocery,Online,Pasta,7,20.71,144.97
2024-11-27,San Francisco,Electronics,In-Store,Smart Watch,20,195.49,3909.8
2025-11-26,Denver,Beauty,Online,Hair Dryer,17,59.19,1006.23
2024-05-09,Seattle,Apparel,Wholesale,Running Shoes,9,83.43,750.87
2025-11-23,Chicago,Home & Garden,In-Store,Garden Hose,8,139.45,1115.6
2025-01-19,Chicago,Grocery,In-Store,Trail Mix,9,16.44,147.96
2026-02-06,Atlanta,Books,Marketplace,Cookbook,3,20.29,60.87
2026-06-08,Boston,Beauty,Wholesale,Nail Polish,11,36.59,402.49
2026-03-25,Atlanta,Apparel,In-Store,Leather Belt,12,81.96,983.52
2026-04-28,Seattle,Grocery,Marketplace,Granola Bars,16,8.18,130.88
2026-03-18,Miami,Beauty,In-Store,Nail Polish,19,51.74,983.06
2026-08-09,New York,Toys,Online,Building Blocks,15,7.37,110.55
2025-12-06,Boston,Home & Garden,Online,Area Rug,14,44.39,621.46
2025-01-04,Chicago,Home & Garden,Marketplace,Cutting Board,9,25.87,232.83
2025-10-02,San Francisco,Beauty,In-Store,Moisturizer,6,6.9,41.4
2025-05-03,Seattle,Beauty,In-Store,Shampoo,4,4.06,16.24
2025-12-13,Denver,Apparel,Online,Running Shoes,15,8.81,132.15
2025-01-27,Seattle,Toys,In-Store,Puzzle 500pc,16,11.95,191.2
2026-03-03,Los Angeles,Apparel,Online,Denim Jeans,10,19.93,199.3
2024-06-17,Los Angeles,Home & Garden,In-Store,Throw Pillow,1,113.75,113.75
2025-09-22,Austin,Books,Online,Biography,5,37.36,186.8
2025-08-26,Los Angeles,Books,Marketplace,Self-Help Guide,5,31.83,159.15
2025-10-22,Seattle,Grocery,Online,Almond Butter,5,7.7,38.5
2026-08-21,Miami,Apparel,In-Store,Wool Sweater,20,32.79,655.8
2025-02-05,Houston,Electronics,In-Store,4K Monitor,17,78.2,1329.4
2025-10-15,Houston,Beauty,In-Store,Facial Cleanser,4,17.5,70.0
2026-05-31,New York,Apparel,Wholesale,Graphic Hoodie,11,19.48,214.28
2026-02-27,Miami,Grocery,In-Store,Almond Butter,16,23.95,383.2
2026-08-02,Denver,Apparel,Online,Cotton T-Shirt,9,26.77,240.93
2025-03-09,Miami,Electronics,Online,Mechanical Keyboard,17,271.98,4623.66
2024-03-26,Atlanta,Grocery,In-Store,Olive Oil,20,5.51,110.2
2025-02-04,Miami,Beauty,Wholesale,Moisturizer,5,34.04,170.2
2024-03-29,Austin,Apparel,Online,Rain Jacket,8,13.04,104.32
2026-01-29,Boston,Grocery,In-Store,Olive Oil,2,9.11,18.22
2026-09-02,New York,Home & Garden,In-Store,LED Desk Lamp,1,37.85,37.85
2024-05-09,Miami,Toys,Marketplace,Play Kitchen,9,20.02,180.18
2024-03-06,New York,Beauty,Online,Moisturizer,14,19.23,269.22
2024-02-26,Atlanta,Beauty,Online,Face Mask,15,32.6,489.0
2026-07-04,Chicago,Books,Online,Graphic Novel,9,32.52,292.68
2024-01-13,Austin,Apparel,In-Store,Wool Sweater,2,82.71,165.42
2026-05-28,Boston,Sports & Outdoors,Online,Yoga Mat,5,47.58,237.9
2024-09-11,Austin,Electronics,In-Store,Portable SSD,14,90.21,1262.94
2025-05-29,Phoenix,Grocery,Marketplace,Almond Butter,19,10.57,200.83
2024-03-11,Houston,Electronics,Marketplace,Smartphone Case,2,334.62,669.24
2025-01-12,Phoenix,Books,Online,Sci-Fi Novel,18,22.07,397.26
2025-01-12,Denver,Sports & Outdoors,Marketplace,Resistance Bands,20,60.94,1218.8
2026-08-12,Austin,Books,Wholesale,Self-Help Guide,8,11.97,95.76
2024-01-02,Houston,Grocery,In-Store,Organic Coffee,1,23.87,23.87
2024-03-02,Los Angeles,Grocery,Online,Sparkling Water,8,11.66,93.28
2025-06-16,Los Angeles,Home & Garden,Online,Cutting Board,8,162.54,1300.32
2025-06-01,Boston,Grocery,Wholesale,Almond Butter,3,15.36,46.08
2024-05-13,Los Angeles,Home & Garden,In-Store,Storage Bin,2,83.95,167.9
2026-01-23,Phoenix,Sports & Outdoors,Marketplace,Resistance Bands,13,157.15,2042.95
2024-05-19,Boston,Toys,Online,Action Figure,3,85.26,255.78
2024-05-03,Los Angeles,Apparel,Online,Running Shoes,15,35.32,529.8
2024-04-02,Boston,Toys,Online,Board Game,9,77.61,698.49
2026-05-27,Austin,Home & Garden,In-Store,Cutting Board,2,46.55,93.1
2024-02-20,Los Angeles,Toys,In-Store,Remote Control Car,12,39.28,471.36
2025-07-23,Chicago,Beauty,Online,Hair Dryer,13,51.86,674.18
2024-03-04,Boston,Sports & Outdoors,Online,Camping Tent,5,35.51,177.55
2026-08-18,Houston,Sports & Outdoors,Marketplace,Water Bottle,12,154.12,1849.44
2024-03-07,Denver,Apparel,Online,Ankle Socks,3,9.9,29.7
2026-08-22,Chicago,Sports & Outdoors,Online,Sleeping Bag,11,35.73,393.03
2025-02-08,Chicago,Books,Wholesale,Mystery Novel,14,34.12,477.68
2026-07-19,Seattle,Books,In-Store,Mystery Novel,6,18.68,112.08
2025-09-26,Phoenix,Home & Garden,Online,Cutting Board,5,15.89,79.45
2024-03-30,Boston,Sports & Outdoors,Online,Resistance Bands,18,110.6,1990.8
2026-04-01,Chicago,Beauty,Online,Sunscreen SPF50,17,17.95,305.15
2024-12-18,Austin,Electronics,Online,Mechanical Keyboard,18,276.78,4982.04
2024-01-31,Phoenix,Toys,Online,Art Set,11,56.16,617.76
2024-06-12,Boston,Beauty,In-Store,Facial Cleanser,19,59.98,1139.62
2026-07-28,Atlanta,Apparel,Online,Wool Sweater,18,79.02,1422.36
2026-05-09,Denver,Electronics,Marketplace,USB-C Charger,13,133.86,1740.18
2024-01-29,Houston,Home & Garden,In-Store,Throw Pillow,12,165.38,1984.56
2026-04-09,Denver,Toys,Online,Card Game,7,76.28,533.96
2024-08-26,Phoenix,Books,Online,History Book,2,9.98,19.96
2024-07-25,Miami,Sports & Outdoors,In-Store,Yoga Mat,11,202.76,2230.36
2024-05-31,Austin,Home & Garden,Online,Wall Clock,11,20.12,221.32
2026-08-22,Miami,Home & Garden,Marketplace,LED Desk Lamp,3,73.51,220.53
2024-06-10,Los Angeles,Grocery,Online,Dark Chocolate,11,5.14,56.54
2026-08-09,Atlanta,Grocery,Online,Trail Mix,18,17.95,323.1
2026-01-21,Atlanta,Toys,In-Store,Board Game,6,37.78,226.68
2026-02-28,Chicago,Beauty,In-Store,Lip Balm,19,25.93,492.67
2025-08-02,Denver,Electronics,Online,Smartphone Case,20,89.0,1780.0
2024-11-23,Chicago,Apparel,Online,Leather Belt,3,28.71,86.13
2024-09-28,Austin,Home & Garden,In-Store,LED Desk Lamp,11,85.93,945.23
2026-01-07,Austin,Sports & Outdoors,Online,Hiking Backpack,9,175.27,1577.43
2026-06-24,Seattle,Electronics,Online,Wireless Earbuds,14,339.65,4755.1
2025-05-05,Seattle,Grocery,Online,Trail Mix,13,4.33,56.29
2024-11-22,Boston,Sports & Outdoors,Online,Water Bottle,2,71.93,143.86
2024-03-17,Los Angeles,Beauty,Online,Moisturizer,13,13.01,169.13
2025-03-17,Denver,Apparel,Wholesale,Yoga Pants,16,69.29,1108.64
2024-07-13,Seattle,Home & Garden,Online,Patio Chair,4,66.29,265.16
2024-10-15,Austin,Grocery,Wholesale,Honey,18,8.1,145.8
2025-05-17,Los Angeles,Beauty,Online,Shampoo,19,34.78,660.82
2025-11-08,San Francisco,Home & Garden,Online,Ceramic Planter,3,60.07,180.21
2024-03-24,Los Angeles,Books,Online,Self-Help Guide,6,28.06,168.36
2025-11-07,Phoenix,Books,Marketplace,Cookbook,16,23.14,370.24
2025-01-25,Atlanta,Beauty,In-Store,Moisturizer,6,24.78,148.68
2024-08-19,Boston,Toys,Online,Remote Control Car,15,45.06,675.9
2024-12-18,New York,Beauty,Online,Face Mask,4,8.8,35.2
2025-03-04,Houston,Grocery,In-Store,Dark Chocolate,13,20.82,270.66
2026-05-24,Houston,Books,In-Store,Graphic Novel,3,20.03,60.09
2025-09-27,Denver,Electronics,Wholesale,Portable SSD,19,241.97,4597.43
2026-04-07,Boston,Home & Garden,Online,LED Desk Lamp,6,175.27,1051.62
2026-04-22,New York,Sports & Outdoors,Online,Water Bottle,14,52.4,733.6
2025-07-23,Phoenix,Home & Garden,Online,Patio Chair,3,24.79,74.37
2026-06-13,San Francisco,Grocery,Marketplace,Honey,17,12.54,213.18
2024-06-02,Denver,Electronics,In-Store,Smart Watch,14,52.69,737.66
2025-07-30,Denver,Home & Garden,In-Store,Patio Chair,4,167.24,668.96
2025-11-01,Miami,Apparel,Marketplace,Rain Jacket,14,30.98,433.72
2024-05-27,Denver,Books,In-Store,Graphic Novel,6,16.09,96.54
2024-02-20,Seattle,Grocery,Marketplace,Organic Coffee,11,17.88,196.68
2026-05-13,San Francisco,Books,Online,Sci-Fi Novel,10,17.26,172.6
2024-11-24,Houston,Books,Online,Cookbook,15,32.54,488.1
2026-07-24,Denver,Beauty,In-Store,Sunscreen SPF50,7,28.74,201.18
2024-06-11,Miami,Grocery,Marketplace,Trail Mix,2,13.85,27.7
2025-06-20,Austin,Apparel,In-Store,Rain Jacket,5,75.9,379.5
2024-09-12,Houston,Electronics,Marketplace,Smartphone Case,7,295.39,2067.73
2026-04-23,New York,Electronics,Wholesale,Wireless Mouse,7,106.78,747.46
2024-09-04,Seattle,Books,In-Store,History Book,4,29.48,117.92
2024-12-24,Denver,Toys,Online,Toy Drone,16,55.3,884.8
2025-01-30,Phoenix,Toys,In-Store,Remote Control Car,3,29.95,89.85
2025-10-24,Denver,Electronics,Marketplace,Smartphone Case,7,302.13,2114.91
2026-03-10,Phoenix,Sports & Outdoors,In-Store,Hiking Backpack,17,14.21,241.57
2024-08-17,Chicago,Electronics,In-Store,Wireless Mouse,20,283.29,5665.8
2025-01-20,Phoenix,Beauty,In-Store,Face Mask,9,27.73,249.57
2026-04-24,Phoenix,Toys,Online,Toy Drone,10,62.88,628.8
2025-08-31,Los Angeles,Grocery,Online,Dark Chocolate,12,14.91,178.92
2024-10-10,Atlanta,Beauty,Online,Hair Dryer,3,22.83,68.49
2025-06-13,Phoenix,Toys,In-Store,Stuffed Bear,10,21.82,218.2
2026-01-08,Denver,Sports & Outdoors,Online,Yoga Mat,11,152.96,1682.56
2026-01-24,Phoenix,Electronics,Online,Wireless Mouse,14,150.54,2107.56
2025-12-31,Austin,Electronics,Wholesale,Smart Watch,7,129.96,909.72
2026-05-15,Atlanta,Sports & Outdoors,Marketplace,Dumbbell Set,12,116.54,1398.48
2024-09-21,Chicago,Home & Garden,Online,Candle Set,16,31.75,508.0
2026-06-11,Atlanta,Home & Garden,Online,Wall Clock,12,47.97,575.64
2026-05-21,San Francisco,Beauty,Online,Sunscreen SPF50,19,20.47,388.93
2025-09-27,New York,Apparel,Marketplace,Leather Belt,19,58.49,1111.31
2025-02-27,Houston,Apparel,In-Store,Leather Belt,13,54.1,703.3
2025-08-06,Chicago,Electronics,Wholesale,Smartphone Case,11,152.08,1672.88
2025-05-14,San Francisco,Books,Marketplace,Children's Picture Book,6,32.71,196.26
2024-08-02,San Francisco,Toys,In-Store,Remote Control Car,1,43.97,43.97
2025-03-20,Chicago,Home & Garden,In-Store,Patio Chair,3,32.0,96.0
2025-06-30,Seattle,Grocery,Wholesale,Green Tea,13,2.11,27.43
2025-11-23,New York,Sports & Outdoors,Marketplace,Bike Helmet,17,50.02,850.34
2024-04-15,Houston,Electronics,In-Store,USB-C Charger,12,119.55,1434.6
2024-11-01,Denver,Grocery,Online,Honey,3,20.95,62.85
2026-06-28,Austin,Beauty,In-Store,Makeup Brush Set,17,22.92,389.64
2026-07-17,Boston,Home & Garden,Online,Wall Clock,7,38.03,266.21
2024-01-23,Houston,Grocery,Online,Organic Coffee,5,6.86,34.3
2025-10-17,San Francisco,Home & Garden,In-Store,LED Desk Lamp,2,73.78,147.56
2025-10-31,Denver,Beauty,Online,Perfume,2,41.07,82.14
2025-07-14,Austin,Electronics,Online,Wireless Earbuds,15,142.39,2135.85
2025-11-08,Austin,Beauty,Online,Makeup Brush Set,1,20.86,20.86
2026-07-09,Phoenix,Apparel,In-Store,Graphic Hoodie,5,44.44,222.2
2024-04-18,Austin,Apparel,In-Store,Graphic Hoodie,10,17.92,179.2
2024-07-25,Denver,Books,Online,Self-Help Guide,9,34.44,309.96
2024-07-31,Phoenix,Toys,Online,Art Set,18,47.69,858.42
2026-05-05,Houston,Books,Online,Biography,3,36.93,110.79
2024-04-13,Los Angeles,Books,Marketplace,Children's Picture Book,3,30.88,92.64
2024-02-21,Boston,Beauty,Wholesale,Shampoo,10,18.79,187.9
2024-11-16,New York,Apparel,Marketplace,Running Shoes,12,77.74,932.88
2024-05-21,Los Angeles,Grocery,Marketplace,Olive Oil,2,2.22,4.44
2026-01-20,San Francisco,Home & Garden,Marketplace,Wall Clock,20,55.61,1112.2
2025-04-12,San Francisco,Apparel,Online,Yoga Pants,13,42.82,556.66
2026-03-27,Austin,Beauty,Marketplace,Sunscreen SPF50,14,40.34,564.76
2026-05-14,Chicago,Home & Garden,In-Store,LED Desk Lamp,2,176.87,353.74
2025-11-25,Seattle,Home & Garden,Wholesale,LED Desk Lamp,16,146.39,2342.24
2026-06-02,Denver,Books,Online,Children's Picture Book,12,27.17,326.04
2024-03-05,Boston,Home & Garden,Online,Area Rug,14,84.92,1188.88
2025-08-13,New York,Beauty,In-Store,Nail Polish,17,46.98,798.66
2025-11-08,Miami,Sports & Outdoors,In-Store,Bike Helmet,20,30.0,600.0
2026-04-26,San Francisco,Sports & Outdoors,In-Store,Sleeping Bag,13,41.22,535.86
2026-05-22,Atlanta,Electronics,Wholesale,Wireless Earbuds,17,299.36,5089.12
2024-10-11,Los Angeles,Books,Marketplace,Children's Picture Book,11,14.95,164.45
2024-08-28,Houston,Electronics,In-Store,Portable SSD,13,150.1,1951.3
2025-05-25,Boston,Apparel,Marketplace,Leather Belt,15,15.66,234.9
2025-02-26,Los Angeles,Books,Wholesale,Biography,1,10.39,10.39
2025-09-25,Miami,Electronics,Online,Portable SSD,3,280.25,840.75
2025-01-07,Miami,Beauty,Online,Perfume,15,57.22,858.3
2026-01-03,Boston,Electronics,Online,USB-C Charger,20,215.98,4319.6
2024-12-29,Los Angeles,Toys,Online,Toy Drone,8,6.18,49.44
2024-06-17,Miami,Beauty,Online,Perfume,4,6.56,26.24
2025-09-17,Austin,Books,In-Store,Children's Picture Book,14,10.53,147.42
2026-04-24,Los Angeles,Sports & Outdoors,Wholesale,Hiking Backpack,13,55.27,718.51
2026-05-07,Los Angeles,Sports & Outdoors,Marketplace,Bike Helmet,2,204.59,409.18
2025-05-25,Boston,Apparel,In-Store,Leather Belt,17,19.71,335.07
2025-05-09,Austin,Electronics,Online,Portable SSD,14,296.0,4144.0
2025-11-04,Chicago,Home & Garden,In-Store,Patio Chair,5,27.6,138.0
2026-02-19,Seattle,Toys,Online,Play Kitchen,20,82.94,1658.8
2024-05-16,Seattle,Sports & Outdoors,Wholesale,Resistance Bands,10,105.1,1051.0
2025-12-19,Denver,Home & Garden,In-Store,Storage Bin,17,60.82,1033.94
2024-10-24,Atlanta,Toys,Online,Play Kitchen,7,58.43,409.01
2025-12-11,Austin,Toys,In-Store,Remote Control Car,6,48.33,289.98
2025-11-14,San Francisco,Toys,In-Store,Puzzle 500pc,19,53.93,1024.67
2025-06-19,Phoenix,Grocery,Marketplace,Honey,14,20.59,288.26
2026-02-07,Seattle,Apparel,Online,Cotton T-Shirt,2,25.39,50.78
2024-10-29,Atlanta,Home & Garden,Online,Cutting Board,2,127.4,254.8
2026-06-07,New York,Sports & Outdoors,Online,Dumbbell Set,15,31.52,472.8
2024-02-18,Seattle,Sports & Outdoors,Online,Dumbbell Set,10,155.52,1555.2
2024-02-25,Seattle,Grocery,Wholesale,Green Tea,11,24.21,266.31
2026-07-22,Houston,Electronics,In-Store,4K Monitor,15,293.04,4395.6
2024-07-17,Miami,Toys,In-Store,Card Game,7,71.2,498.4
2024-06-26,Chicago,Beauty,Wholesale,Makeup Brush Set,3,14.47,43.41
2024-06-13,New York,Apparel,Online,Baseball Cap,18,30.99,557.82
2026-08-08,San Francisco,Beauty,In-Store,Facial Cleanser,5,6.24,31.2
2024-11-04,New York,Toys,Marketplace,Card Game,20,76.82,1536.4
2026-09-06,Miami,Books,Online,Graphic Novel,11,24.34,267.74
2025-07-03,Los Angeles,Home & Garden,Marketplace,Candle Set,6,80.71,484.26
2024-12-05,San Francisco,Grocery,Online,Olive Oil,7,17.26,120.82
2025-07-28,Houston,Toys,Wholesale,Stuffed Bear,20,50.56,1011.2
2025-09-20,Atlanta,Electronics,Online,Bluetooth Speaker,8,318.01,2544.08
2026-08-25,Atlanta,Sports & Outdoors,Marketplace,Yoga Mat,13,202.35,2630.55
2025-06-13,Phoenix,Apparel,In-Store,Baseball Cap,10,10.15,101.5
2025-10-29,Miami,Toys,Online,Play Kitchen,2,30.9,61.8
2026-09-06,Miami,Sports & Outdoors,Online,Bike Helmet,4,45.15,180.6
2025-03-10,Houston,Electronics,In-Store,Bluetooth Speaker,7,304.76,2133.32
2026-08-20,Miami,Apparel,Marketplace,Wool Sweater,14,64.25,899.5
2024-03-16,New York,Apparel,In-Store,Running Shoes,11,11.3,124.3
2026-07-21,Phoenix,Electronics,In-Store,Smartphone Case,19,290.24,5514.56
2024-01-18,Seattle,Beauty,In-Store,Sunscreen SPF50,13,28.25,367.25
2026-02-02,Miami,Grocery,Online,Olive Oil,20,3.45,69.0
2025-12-03,San Francisco,Electronics,Wholesale,Bluetooth Speaker,4,112.1,448.4
2026-04-21,Los Angeles,Beauty,Online,Face Mask,15,25.36,380.4
2026-03-26,Chicago,Electronics,In-Store,Wireless Mouse,5,265.16,1325.8
2024-01-12,Phoenix,Beauty,In-Store,Lip Balm,12,57.61,691.32
2025-07-14,New York,Home & Garden,Online,LED Desk Lamp,20,76.99,1539.8
2026-07-16,Houston,Apparel,In-Store,Rain Jacket,12,26.42,317.04
2024-07-04,Chicago,Home & Garden,Online,Throw Pillow,9,43.04,387.36
2024-03-09,Boston,Electronics,In-Store,Portable SSD,3,112.37,337.11
2024-12-31,Houston,Beauty,In-Store,Moisturizer,16,57.29,916.64
2024-11-21,Los Angeles,Home & Garden,Online,Garden Hose,3,163.02,489.06
2024-06-05,San Francisco,Books,In-Store,Poetry Collection,10,29.88,298.8
2024-08-14,Seattle,Toys,Online,Action Figure,11,26.68,293.48
2025-04-18,San Francisco,Grocery,Online,Sparkling Water,11,22.19,244.09
2025-09-13,Phoenix,Books,In-Store,Biography,4,12.8,51.2
2026-06-26,Chicago,Apparel,Marketplace,Rain Jacket,7,30.9,216.3
2025-08-15,New York,Apparel,Marketplace,Denim Jeans,1,78.7,78.7
2026-07-04,Houston,Grocery,Wholesale,Dark Chocolate,18,7.99,143.82
2024-10-24,San Francisco,Books,Online,Children's Picture Book,19,31.2,592.8
2024-01-11,Miami,Home & Garden,In-Store,Area Rug,13,71.86,934.18
2024-06-12,Atlanta,Sports & Outdoors,Online,Soccer Ball,17,39.48,671.16
2025-05-10,Denver,Home & Garden,In-Store,Patio Chair,5,135.11,675.55
2025-01-13,Houston,Toys,Marketplace,Building Blocks,8,11.28,90.24
2026-07-28,Atlanta,Sports & Outdoors,Online,Yoga Mat,12,91.5,1098.0
2025-06-17,New York,Books,Wholesale,Mystery Novel,11,10.41,114.51
2025-01-22,Denver,Beauty,In-Store,Hair Dryer,6,25.09,150.54
2025-01-20,Atlanta,Toys,Marketplace,Card Game,3,49.4,148.2
2025-05-08,Seattle,Sports & Outdoors,Online,Dumbbell Set,12,112.24,1346.88
